-0.050405513,0.021552186
-0.10149581,-0.07263512
-0.096901126,-0.13730769
-0.11126316,-0.041743506
-0.11533277,-0.0125129
-0.09983675,0.33279786
-0.094140284,-0.30122876
-0.105262965,0.048902974
-0.0952845,0.02696305
-0.10339365,0.009037075
-0.093428485,-0.33124292
-0.095707215,-0.07359233
-0.098121434,-0.13766442
-0.10422004,0.0059256465
-0.10399567,0.23612435
-0.099384226,-0.108413175
-0.09920399,0.2542024
-0.10301762,-0.14585252
-0.10191641,-0.2319975
-0.099069,0.058891717
-0.10087785,-0.15657505
-0.09637108,0.1436091
-0.10393484,-0.09034379
-0.09945245,-0.044895347
-0.0978047,0.00090678
-0.10123296,0.059899524
-0.099994734,0.017180933
-0.09912786,-0.039445527
-0.10083945,0.026959712
-0.100234814,-0.01014104
-0.099081665,-0.026993394
-0.10050368,0.074152045
-0.099648595,0.03214603
-0.099410444,-0.0017452593
-0.099027544,-0.03767571
-0.10050723,-0.16230474
-0.10006406,-0.009657317
-0.09972572,0.04709263
-0.10085534,0.0935115
-0.0996435,-0.08425348
-0.09971714,0.03479992
-0.100372285,0.12542498
-0.09998143,-0.0324285
-0.10082126,-0.021463256
-0.099813215,0.012594162
-0.10038258,-0.014694892
-0.099764034,-0.0015220164
-0.10043371,-0.029413888
-0.099894635,0.11046568
-0.10029332,-0.026554272
-0.10037225,-0.07992932
-0.100245506,-0.039567936
-0.10056115,-0.026481986
-0.100809835,-0.03165239
-0.10046206,0.029630467
-0.09979482,-0.06753688
-0.1004583,0.155761
-0.10089087,0.08367533
-0.10031897,-0.11650218
-0.100552335,0.027874552
-0.100521766,-0.108938366
-0.09986272,0.06144137
-0.10019838,0.07521684
-0.10048355,-0.11920135
-0.10026796,-0.07171947
-0.099826835,0.017735563
-0.100509256,0.09675215
-0.10043412,-0.025592253
-0.0998537,0.04005232
-0.09985818,-0.0063505853
-0.10074922,0.05161093
-0.0999814,-0.1334413
-0.1005722,0.028380165
-0.09994126,0.08427705
-0.10014642,0.1749421
-0.099384725,-0.030231524
-0.100338966,0.03431211
-0.10009432,0.019135773
-0.100245185,0.027491193
-0.1005302,0.060063824
-0.10009483,0.05885801
-0.10044882,0.030382844
-0.10028113,-0.116197504
-0.10012052,-0.050651245
-0.10002121,0.044062328
-0.10064561,0.047613204
-0.100354806,0.055337273
-0.09998674,-0.08381671
-0.10020707,0.04953619
-0.100098304,0.026474385
-0.09988603,0.091834456
-0.10058636,-0.12799914
-0.10018988,0.047247734
-0.10025388,-0.018552968
-0.10069592,0.07297709
-0.10019774,0.0732343
-0.100225426,0.017280128
-0.10056649,-0.034531575
-0.10041407,0.06846098
-0.09979839,0.12377421
